"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100"
"PN02-18010040","REG","9","","9963-8000-2201","PACU Backplane PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","1.000"," ","PQ01-18010032","12","0.000000","250.000000","292.500000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","250.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9963-8000-2201","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","1.000","250.000000","292.500000","","","0.000000","","0","2123-01"," ","2102","","","","","","","","250.000000","292.500000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","10","","9963-8000-1102","PACU Power Supply Unit PCBA(1)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","1.000"," ","PQ01-18010032","13","0.000000","1200.000000","1404.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","1200.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9963-8000-1102","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","1.000","1200.000000","1404.000000","","","0.000000","","0","2123-01"," ","2102","","","","","","","","1200.000000","1404.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","11","","9963-8000-2202","PACU Audio Amplifier PCBA(2)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","1.000"," ","PQ01-18010032","14","0.000000","1200.000000","1404.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","1200.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9963-8000-2202","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","1.000","1200.000000","1404.000000","","","0.000000","","0","2123-01"," ","2102","","","","","","","","1200.000000","1404.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","12","","9963-8000-2203","PACU Controller  PCBA(3)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","1.000"," ","PQ01-18010032","15","0.000000","4500.000000","5265.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","4500.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9963-8000-2203","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","1.000","4500.000000","5265.000000","","","0.000000","","0","2123-01"," ","2102","","","","","","","","4500.000000","5265.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","13","","9963-8000-2204","PACU Switch PCBA  (7)","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","2.000"," ","PQ01-18010032","16","0.000000","1400.000000","1638.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","1400.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9963-8000-2204","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","2.000","2800.000000","3276.000000","","","0.000000","","0","2123-01"," ","2102","","","","","","","","1400.000000","1638.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","14","","9963-8000-5201","DACU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","2.000"," ","PQ01-18010032","20","0.000000","1500.000000","1755.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","1500.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9963-8000-5201","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","2.000","3000.000000","3510.000000","","","0.000000","","0","2123-01"," ","2103","","","","","","","","1500.000000","1755.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","15","","9963-8000-3201","PECU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","2.000"," ","PQ01-18010032","27","0.000000","800.000000","936.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","800.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9963-8000-3201","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","2.000","1600.000000","1872.000000","","","0.000000","","0","2123-01"," ","2103","","","","","","","","800.000000","936.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010040","REG","16","","9963-8000-7205","DRMD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2123","","20.0000","Y","Y","8","","3.000"," ","PQ01-18010032","30","0.000000","1200.000000","1404.000000","0","18/04/16","18/04/16","18/04/16","18/02/05","","Y","1403","","0","","","1200.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-3.000","0.000"," ","0","9963-8000-7205","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","3.000","3600.000000","4212.000000","","","0.000000","","0","2123-01"," ","2108","","","","","","","","1200.000000","1404.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010041","REG","1","","9946-8000-1201","ACSU Backplane PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC3003","","10.0000","Y","Y","8","","2.000"," ","PQ01-18010012","1","0.000000","250.000000","292.500000","0","18/04/16","18/04/16","18/04/16","18/01/30","","Y","1403","","0","","","250.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9946-8000-1201","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","2.000","500.000000","585.000000","","","0.000000","","0","3003-01"," ","2101","","","","","","","","300.000000","351.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010041","REG","2","","9946-8000-1202","ACSU Switch PCBA(2)","","","PCS","PCS","1.00000000","","N","1.00000000","PC3003","","10.0000","Y","Y","8","","2.000"," ","PQ01-18010012","2","0.000000","1600.000000","1872.000000","0","18/04/16","18/04/16","18/04/16","18/01/30","","Y","1403","","0","","","1600.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9946-8000-1202","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","2.000","3200.000000","3744.000000","","","0.000000","","0","3003-01"," ","2101","","","","","","","","2500.000000","2925.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010041","REG","3","","9946-8000-1203","ACSU Encoder PCBA(3)","","","PCS","PCS","1.00000000","","N","1.00000000","PC3003","","10.0000","Y","Y","8","","1.000"," ","PQ01-18010012","3","0.000000","2600.000000","3042.000000","0","18/04/16","18/04/16","18/04/16","18/01/30","","Y","1403","","0","","","2600.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9946-8000-1203","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","2600.000000","3042.000000","","","0.000000","","0","3003-01"," ","2101","","","","","","","","4500.000000","5265.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010041","REG","4","","9946-8000-1205","ACSU  I/O  PCBA(5)","","","PCS","PCS","1.00000000","","N","1.00000000","PC3003","","10.0000","Y","Y","8","","2.000"," ","PQ01-18010012","4","0.000000","3500.000000","4095.000000","0","18/04/16","18/04/16","18/04/16","18/01/30","","Y","1403","","0","","","3500.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9946-8000-1205","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","2.000","7000.000000","8190.000000","","","0.000000","","0","3003-01"," ","2101","","","","","","","","4000.000000","4680.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010041","REG","5","","9946-8000-1204","ACSU Media Player PCBA(4)","","","PCS","PCS","1.00000000","","N","1.00000000","PC3003","","10.0000","Y","Y","8","","1.000"," ","PQ01-18010012","5","0.000000","6000.000000","7020.000000","0","18/04/16","18/04/16","18/04/16","18/01/30","","Y","1403","","0","","","6000.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","9946-8000-1204","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","6000.000000","7020.000000","","","0.000000","","0","3003-01"," ","2101","","","","","","","","6000.000000","7020.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-17120034","REG","3","","9948-8000-0387-1","CAB Camera 半成品","","","PCS","PCS","1.00000000","","N","1.00000000","PC2122","","10.0000","Y","Y","8","","10.000","","PQ01-18010055","1","","786.324800","920.000000","","18/04/30","18/04/30","18/04/30","18/04/18","","Y","500102","","0","","","786.324800","","","0.000","0.000"," ","0.000"," ","0.000"," ","-10.000","0.000","","","9948-8000-0387-1","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","10.000","7863.250000","9200.000000","","","0.000000","","","2122-07"," ","2111","","","","","","","","820.000000","959.400000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN02-17120034","REG","4","","8024-0003","Cab-Camera（司机室360°摄像头）","","","PCS","PCS","1.00000000","","N","1.00000000","PC2115","","20.0000","Y","Y","8","","8.000","","PQ01-17120070","1","","1794.871800","2100.000000","","18/04/30","18/04/30","18/04/30","18/04/18","","Y","500102","","0","","","1794.871800","","","0.000","0.000"," ","0.000"," ","0.000"," ","-8.000","0.000","","","8024-0003","1.0000","N","N","1","","D0013","","","","","","","","","","","PCS","8.000","14358.970000","16800.000000","","","0.000000","","","2115-01"," ","2101","","","","","","","","1794.880000","2100.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN03-18010015","EXP","1","","MISC","分包费","","","PCS","PCS","1.00000000","","N","1.00000000","PC8566","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010014","1","0.000000","37735.849100","40000.000000","0","18/12/31","18/12/31","18/12/31","18/01/29","","Y","50010306","","0","","","37735.849100","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","37735.850000","40000.000000","","","0.000000","","0","8566-01"," ","3106","","","","","","","","37736.000000","40000.160000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18010014","EXP","1","","MISC","同昆打印费","","","PCS","PCS","1.00000000","","N","1.00000000","STE11","","10.0000","Y","Y","8","","1.000","","PQ03-18010025","1","0.000000","773.773600","820.200000","","18/02/15","18/02/15","18/02/15","18/01/29","","Y","5001","","0","","","773.773600","","","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000","","","MISC","1.0000","N","N","1","","D0019","","","","","","","","","","","PCS","1.000","773.770000","820.200000","","","0.000000","","","st11-11"," ","st12","","","","","","","","820.200000","869.410000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18020023","REG","4","","8009-0305","PECU类产品内衬EPE","","","PCS","PCS","1.00000000","","N","1.00000000","PC0058","","20.0000","Y","Y","8","","50.000"," ","PQ01-18010114","15","0.000000","29.743600","34.800000","0","18/03/30","18/03/30","18/03/30","18/02/08","","Y","1403","","0","","","29.743600","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-50.000","0.000"," ","0","8009-0305","1.0000","N","N","1","","D0010","","0","","","","","","","","","PCS","50.000","1487.180000","1740.000000","","","0.000000","","0","0058-01"," ","2121","","","","","","","","29.900000","34.980000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18020023","REG","6","","8009-0305","PECU类产品内衬EPE","","","PCS","PCS","1.00000000","","N","1.00000000","PC2049","","20.0000","Y","Y","8","","30.000","","PQ01-17120076","2","","29.743600","34.800000","","18/03/30","18/03/30","18/03/30","18/02/08","","Y","1403","","0","","","29.743600","","","0.000","0.000"," ","0.000"," ","0.000"," ","-30.000","0.000","","","8009-0305","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","30.000","892.310000","1044.000000","","","0.000000","","","2049-07"," ","2119","","","","","","","","35.000000","40.950000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN03-18020001","EXP","1","","STE01-01","各类笔记本电池/适配器","","钱心怡 DELL 3330 电池 https://item.","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010031","3","0.000000","273.504300","320.000000","0","18/02/23","18/02/23","18/02/23","18/04/12","","Y","6602","","0","","","273.504300","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","STE01-01","1.0000","N","N","1","","D0006","","0","","","","","","","","","PCS","1.000","273.500000","320.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","350.000000","409.500000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020002","EXP","1","","MISC","激光投影笔","","得力2801投影笔 https://item.jd.com/","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010031","4","0.000000","140.170900","164.000000","0","18/02/23","18/02/23","18/02/23","18/02/24","","Y","6602","","0","","","140.170900","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0006","","0","","","","","","","","","PCS","1.000","140.170000","164.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","200.000000","234.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020005","CAP","1","","STE01-07","管理部-员工电脑","","李宁电脑 7代I5/8G/SSD512G https://i","PCS","PCS","1.00000000","","N","1.00000000","STE03","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010031","2","0.000000","6410.256400","7500.000000","0","18/03/16","18/03/16","18/03/16","18/03/12","","Y","5201","","0","","","6410.256400","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","STE01-07","1.0000","N","N","1","","D0006"," ","","","","","","","","","","PCS","1.000","6410.260000","7500.000000","","","0.000000","","0","st03-03"," ","st03","","","","","","","","7499.000000","8773.830000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","梁军电脑 7代I5/8G/SSD512G https://item.jd.com/11908087914.html"
"PN02-18010053","REG","3","","9923-8000-1210","ACSU DACU reciever Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC2122","","20.0000","Y","Y","8","","12.000","","PQ01-18010058","1","","440.000000","440.000000","","18/04/20","18/04/20","18/04/20","18/03/07","","Y","500102","","0","","","2784.188000","","","0.000","0.000"," ","0.000"," ","0.000"," ","-12.000","0.000","","","9923-8000-1210","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","12.000","5280.000000","5280.000000","","","0.000000","","","2122-07"," ","2102","","","","","","","","450.000000","450.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN02-18010053","REG","5","","9924-8000-3201","PECU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2069","","20.0000","Y","Y","8","","10.000","","PQ01-18010040","1","","190.000000","190.000000","","18/04/20","18/04/20","18/04/20","18/03/07","","Y","500102","","0","","","1202.263000","","","5.000","0.000"," ","0.000"," ","5.000"," ","-10.000","0.000","","","9924-8000-3201","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","10.000","1900.000000","1900.000000","","","0.000000","","","2069-01"," ","2104","","","","","","","","200.000000","200.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN03-18020011","EXP","1","","MISC","维护维修","","","PCS","PCS","1.00000000","","N","1.00000000","PC8557","","10.0000","Y","Y","8","","1.000"," ","PQ01-18020005","1","0.000000","21747.572800","22400.000000","0","18/03/30","18/03/30","18/03/30","18/03/12","","Y","50010306","","0","","","21747.572800","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","21747.570000","22400.000000","","","0.000000","","0","8557-01"," ","3106","","","","","","","","22400.000000","23072.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020008","EXP","1","","MISC","分包费","","","PCS","PCS","1.00000000","","N","1.00000000","PC8569","","10.0000","Y","Y","8","","1.000"," ","PQ03-18020008","1","0.000000","76188.034200","89140.000000","0","18/03/30","18/03/30","18/03/30","18/03/12","","Y","50010306","","0","","","76188.034200","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","76188.030000","89140.000000","","","0.000000","","0","8569-01"," ","3106","","","","","","","","76189.740000","89142.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020009","EXP","1","","MISC","取暖器","","格力NDY06-X6021 取暖器11片","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","2.000"," ","PQ03-18020012","1","0.000000","350.427400","410.000000","0","18/03/15","18/03/15","18/03/15","18/03/22","","Y","6602","","0","","","350.427400","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-2.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0015","","0","","","","","","","","","PCS","2.000","700.850000","820.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","400.000000","468.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18010053","REG","6","","9924-8000-5201","DACU MMI Interface PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2062","","20.0000","Y","Y","8","","10.000","","PQ01-18020015","1","","302.000000","302.000000","","18/04/20","18/04/20","18/04/20","18/03/07","","Y","500102","","0","","","1910.965400","","","0.000","0.000"," ","0.000"," ","0.000"," ","-10.000","0.000","","","9924-8000-5201","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","10.000","3020.000000","3020.000000","","","0.000000","","","2062-01"," ","2103","","","","","","","","330.000000","330.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","",""
"PN03-18030001","EXP","1","","MISC","小厨宝","","","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","1.000"," ","PQ03-18030002","3","0.000000","400.000000","468.000000","0","18/03/15","18/03/15","18/03/15","18/03/02","","Y","6602","","0","","","400.000000","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0001","","0","","","","","","","","","PCS","1.000","400.000000","468.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","500.000000","585.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18030001","EXP","2","","MISC","冰箱","","","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","1.000"," ","PQ03-18030002","4","0.000000","1195.726500","1399.000000","0","18/03/15","18/03/15","18/03/15","18/03/02","","Y","6602","","0","","","1195.726500","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0001","","0","","","","","","","","","PCS","1.000","1195.730000","1399.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","1500.000000","1755.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18030008","REG","1","","8019-0112","LMDU控制板","","","PCS","PCS","1.00000000","","N","1.00000000","PC2062","","10.0000","Y","Y","8","","50.000"," ","PQ01-18020014","1","0.000000","436.752100","511.000000","0","18/04/30","18/04/30","18/04/30","18/03/12","","Y","1403","","0","","","436.752100","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-50.000","0.000"," ","0","8019-0112","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","50.000","21837.610000","25550.000000","","","0.000000","","0","2062-01"," ","2109","","","","","","","","436.760000","511.010000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18010013","CAP","1","","STE01-18","管理部-投影仪","","老板投影仪 卡西欧 XJ-VC270","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010026","1","0.000000","4198.974400","4912.800000","0","18/02/16","18/02/16","18/02/16","18/02/07","","Y","6602","","0","","","4198.974400","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000"," ","0","STE01-18","1.0000","N","N","1","","D0006","","0","","","","","","","","","PCS","1.000","4198.970000","4912.800000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","5000.000000","5000.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020003","EXP","1","","MISC","维保服务分包费","","","PCS","PCS","1.00000000","","N","1.00000000","PC8567","","10.0000","Y","Y","8","","1.000"," ","PQ03-18010029","1","0.000000","35849.056600","38000.000000","0","18/12/31","18/12/31","18/12/31","18/05/24","","Y","50010306","","0","","","35849.056600","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-1.000","0.000"," ","0","MISC","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","1.000","35849.060000","38000.000000","","","0.000000","","0","8567-01"," ","3106","","","","","","","","35850.000000","38001.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18030008","REG","2","","8019-0113","LMDU电源板","","","PCS","PCS","1.00000000","","N","1.00000000","PC2062","","10.0000","Y","Y","8","","20.000"," ","PQ01-18020014","2","0.000000","350.000000","409.500000","0","18/04/30","18/04/30","18/04/30","18/03/12","","Y","1403","","0","","","350.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-20.000","0.000"," ","0","8019-0113","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","20.000","7000.000000","8190.000000","","","0.000000","","0","2062-01"," ","2109","","","","","","","","350.000000","409.500000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN02-18030011","REG","1","","9960-8000-7207","38""LCD Receiver PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC0063","","20.0000","Y","Y","8","","2.000"," ","PQ01-18010106","1","0.000000","1200.000000","1404.000000","0","18/06/05","18/06/05","18/06/05","18/03/07","","Y","500102","","0","","","1200.000000","","0","0.000","0.000","K001","0.000"," ","0.000"," ","-2.000","0.000"," ","0","9960-8000-7207","1.0000","N","N","1","","D0013","","0","","","","","","","","","PCS","2.000","2400.000000","2808.000000","","","0.000000","","0","0063-01"," ","2115","","","","","","","","1200.000000","1404.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020007","EXP","1","","MISC","香港地区值班人员费用","","","PCS","PCS","1.00000000","","N","1.00000000","PC0020","","10.0000","Y","Y","8","","1.000","","PQ03-18020009","1","0.000000","2050.000000","2050.000000","","18/03/01","18/03/01","18/03/01","18/02/26","","Y","500102","","0","","","12971.785000","","","0.000","0.000"," ","0.000"," ","0.000"," ","-1.000","0.000","","","MISC","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","1.000","2050.000000","2050.000000","","","0.000000","","","9941-01"," ","2101","","","","","","","","2050.000000","2050.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020010","EXP","1","","STE01-01","各类笔记本电池/适配器","","L440 适配器 90W方口","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","2.000"," ","PQ03-18020010","1","0.000000","68.376100","80.000000","0","18/03/12","18/03/12","18/03/12","18/04/12","","Y","","","0","","","68.376100","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-2.000","0.000"," ","0","STE01-01","1.0000","N","N","1","","D0006","","0","","","","","","","","","PCS","2.000","136.750000","160.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","200.000000","234.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
"PN03-18020010","EXP","2","","STE01-09","各品牌电脑键盘/鼠标","","雷柏NX1720键鼠套装","PCS","PCS","1.00000000","","N","1.00000000","STE00","","10.0000","Y","Y","8","","5.000"," ","PQ03-18020010","2","0.000000","76.923100","90.000000","0","18/03/12","18/03/12","18/03/12","18/04/12","","Y","","","0","","","76.923100","","0","0.000","0.000"," ","0.000"," ","0.000"," ","-5.000","0.000"," ","0","STE01-09","1.0000","N","N","1","","D0006","","0","","","","","","","","","PCS","5.000","384.620000","450.000000","","","0.000000","","0","st00-00"," ","st00","","","","","","","","100.000000","117.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ",""
